ILSVRC2012_val_1.jpg | lens cap, lens cover | web site, website, internet site, site
ILSVRC2012_val_697.jpg | web site, website, internet site, site | mousetrap
ILSVRC2012_val_701.jpg | church, church building | analog clock
ILSVRC2012_val_702.jpg | church, church building | barn
ILSVRC2012_val_703.jpg | stole | lemon
ILSVRC2012_val_704.jpg | ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin | cello, violoncello
ILSVRC2012_val_705.jpg | banana | grocery store, grocery, food market, market
ILSVRC2012_val_708.jpg | church, church building | ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin
ILSVRC2012_val_709.jpg | church, church building | ski
ILSVRC2012_val_715.jpg | web site, website, internet site, site | barn
ILSVRC2012_val_716.jpg | ski | church, church building
ILSVRC2012_val_718.jpg | cloak | church, church building
ILSVRC2012_val_719.jpg | church, church building | ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin
ILSVRC2012_val_721.jpg | ski | gown
ILSVRC2012_val_722.jpg | snowplow, snowplough | cello, violoncello
ILSVRC2012_val_723.jpg | starfish, sea star | pinwheel
ILSVRC2012_val_724.jpg | conch | barn
ILSVRC2012_val_725.jpg | web site, website, internet site, site | stage
ILSVRC2012_val_726.jpg | snowplow, snowplough | lemon
ILSVRC2012_val_727.jpg | barn | church, church building
ILSVRC2012_val_730.jpg | church, church building | snowplow, snowplough
ILSVRC2012_val_731.jpg | water bottle | pinwheel
ILSVRC2012_val_732.jpg | barn | snowplow, snowplough
ILSVRC2012_val_733.jpg | church, church building | snowplow, snowplough
ILSVRC2012_val_736.jpg | church, church building | snowplow, snowplough
ILSVRC2012_val_738.jpg | barn | snowplow, snowplough
ILSVRC2012_val_739.jpg | church, church building | barn
ILSVRC2012_val_740.jpg | church, church building | spotlight, spot
ILSVRC2012_val_742.jpg | traffic light, traffic signal, stoplight | drum, membranophone, tympan
ILSVRC2012_val_744.jpg | school bus | snowplow, snowplough
ILSVRC2012_val_745.jpg | conch | barn
ILSVRC2012_val_746.jpg | tripod | ski
ILSVRC2012_val_747.jpg | school bus | park bench
ILSVRC2012_val_748.jpg | bubble | analog clock
ILSVRC2012_val_749.jpg | conch | barn
ILSVRC2012_val_751.jpg | tripod | web site, website, internet site, site
ILSVRC2012_val_752.jpg | ski | snowplow, snowplough
ILSVRC2012_val_755.jpg | conch | chainlink fence
ILSVRC2012_val_756.jpg | spotlight, spot | tripod
ILSVRC2012_val_757.jpg | church, church building | ski
ILSVRC2012_val_760.jpg | chain | cello, violoncello
ILSVRC2012_val_761.jpg | stage | maillot
ILSVRC2012_val_766.jpg | barn | ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin
ILSVRC2012_val_769.jpg | tripod | ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin
ILSVRC2012_val_770.jpg | tripod | conch
ILSVRC2012_val_773.jpg | conch | folding chair
ILSVRC2012_val_775.jpg | tripod | analog clock
ILSVRC2012_val_778.jpg | church, church building | barn
ILSVRC2012_val_779.jpg | fountain | church, church building
ILSVRC2012_val_780.jpg | church, church building | barn
ILSVRC2012_val_783.jpg | ski | snowplow, snowplough
ILSVRC2012_val_787.jpg | church, church building | snowplow, snowplough
ILSVRC2012_val_791.jpg | syringe | lampshade, lamp shade
ILSVRC2012_val_792.jpg | spotlight, spot | church, church building
ILSVRC2012_val_794.jpg | fountain | tripod
ILSVRC2012_val_795.jpg | tripod | analog clock
ILSVRC2012_val_796.jpg | ski | church, church building
ILSVRC2012_val_797.jpg | tripod | snowplow, snowplough
ILSVRC2012_val_799.jpg | tripod | conch
ILSVRC2012_val_803.jpg | snowplow, snowplough | cello, violoncello
ILSVRC2012_val_804.jpg | cello, violoncello | chain
ILSVRC2012_val_806.jpg | conch | folding chair
ILSVRC2012_val_807.jpg | fountain | binder, ring-binder
ILSVRC2012_val_810.jpg | tripod | analog clock
ILSVRC2012_val_813.jpg | barn | park bench
ILSVRC2012_val_814.jpg | grocery store, grocery, food market, market | church, church building
ILSVRC2012_val_815.jpg | chain saw, chainsaw | ski
ILSVRC2012_val_816.jpg | tripod | barn
ILSVRC2012_val_817.jpg | spotlight, spot | rule, ruler
ILSVRC2012_val_818.jpg | traffic light, traffic signal, stoplight | drum, membranophone, tympan
ILSVRC2012_val_822.jpg | bubble | perfume, essence
ILSVRC2012_val_824.jpg | tripod | barn
ILSVRC2012_val_825.jpg | starfish, sea star | pinwheel
ILSVRC2012_val_826.jpg | matchstick | church, church building
ILSVRC2012_val_828.jpg | barn | park bench
ILSVRC2012_val_829.jpg | barn | snowplow, snowplough
ILSVRC2012_val_830.jpg | web site, website, internet site, site | cello, violoncello
ILSVRC2012_val_831.jpg | analog clock | church, church building
ILSVRC2012_val_832.jpg | church, church building | lemon
ILSVRC2012_val_834.jpg | sunglass | wine bottle
ILSVRC2012_val_835.jpg | chain saw, chainsaw | tripod
ILSVRC2012_val_836.jpg | chain saw, chainsaw | lemon
ILSVRC2012_val_840.jpg | lemon | chainlink fence
ILSVRC2012_val_841.jpg | barn | ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin
ILSVRC2012_val_843.jpg | barn | chain
ILSVRC2012_val_844.jpg | spotlight, spot | park bench
ILSVRC2012_val_847.jpg | ski | tripod
ILSVRC2012_val_848.jpg | water bottle | lighter, light, igniter, ignitor
ILSVRC2012_val_849.jpg | barn | chain
ILSVRC2012_val_850.jpg | eggnog | lemon
ILSVRC2012_val_851.jpg | barn | park bench
ILSVRC2012_val_853.jpg | barn | snowmobile
ILSVRC2012_val_855.jpg | snowplow, snowplough | cello, violoncello
ILSVRC2012_val_856.jpg | tripod | church, church building
ILSVRC2012_val_857.jpg | chain | spotlight, spot
ILSVRC2012_val_858.jpg | church, church building | snowplow, snowplough
ILSVRC2012_val_859.jpg | barn | church, church building
ILSVRC2012_val_861.jpg | tripod | ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin
ILSVRC2012_val_862.jpg | snowplow, snowplough | barn
ILSVRC2012_val_863.jpg | cellular telephone, cellular phone, cellphone, cell, mobile phone | web site, website, internet site, site
ILSVRC2012_val_864.jpg | tripod | barn
ILSVRC2012_val_869.jpg | fountain | analog clock
ILSVRC2012_val_870.jpg | fountain | spotlight, spot
ILSVRC2012_val_871.jpg | seashore, coast, seacoast, sea-coast | tripod
ILSVRC2012_val_872.jpg | park bench | ski
ILSVRC2012_val_874.jpg | screen, CRT screen | church, church building
ILSVRC2012_val_875.jpg | bubble | analog clock
ILSVRC2012_val_876.jpg | church, church building | snowplow, snowplough
ILSVRC2012_val_878.jpg | tripod | ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin
ILSVRC2012_val_880.jpg | church, church building | traffic light, traffic signal, stoplight
ILSVRC2012_val_881.jpg | bubble | pinwheel
ILSVRC2012_val_882.jpg | spotlight, spot | drum, membranophone, tympan
ILSVRC2012_val_883.jpg | church, church building | tripod
ILSVRC2012_val_885.jpg | peacock | church, church building
ILSVRC2012_val_886.jpg | barn | church, church building
ILSVRC2012_val_887.jpg | analog clock | chain saw, chainsaw
ILSVRC2012_val_888.jpg | barn | ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin
ILSVRC2012_val_891.jpg | tripod | ski
ILSVRC2012_val_893.jpg | barn | ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin
ILSVRC2012_val_894.jpg | conch | barn
ILSVRC2012_val_895.jpg | church, church building | barn
ILSVRC2012_val_898.jpg | traffic light, traffic signal, stoplight | church, church building
ILSVRC2012_val_900.jpg | church, church building | park bench
ILSVRC2012_val_903.jpg | park bench | ski
ILSVRC2012_val_906.jpg | church, church building | barn
ILSVRC2012_val_907.jpg | spotlight, spot | tripod
ILSVRC2012_val_908.jpg | tripod | conch
ILSVRC2012_val_910.jpg | matchstick | church, church building
ILSVRC2012_val_911.jpg | tripod | water bottle
ILSVRC2012_val_912.jpg | tripod | fountain
ILSVRC2012_val_914.jpg | tripod | barn
ILSVRC2012_val_915.jpg | barn | folding chair
ILSVRC2012_val_916.jpg | traffic light, traffic signal, stoplight | analog clock
ILSVRC2012_val_917.jpg | snowplow, snowplough | ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin
ILSVRC2012_val_919.jpg | ski | analog clock
ILSVRC2012_val_921.jpg | ski | church, church building
ILSVRC2012_val_922.jpg | church, church building | ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin
ILSVRC2012_val_923.jpg | tripod | barn
ILSVRC2012_val_924.jpg | bubble | lampshade, lamp shade
ILSVRC2012_val_926.jpg | drum, membranophone, tympan | traffic light, traffic signal, stoplight
ILSVRC2012_val_929.jpg | scuba diver | pillow
ILSVRC2012_val_932.jpg | ski | tripod
ILSVRC2012_val_933.jpg | spotlight, spot | Granny Smith
ILSVRC2012_val_934.jpg | spotlight, spot | tripod
ILSVRC2012_val_935.jpg | fountain | matchstick
ILSVRC2012_val_937.jpg | stage | traffic light, traffic signal, stoplight
ILSVRC2012_val_940.jpg | drumstick | umbrella
ILSVRC2012_val_943.jpg | web site, website, internet site, site | eggnog
ILSVRC2012_val_945.jpg | pool table, billiard table, snooker table | matchstick
ILSVRC2012_val_946.jpg | water bottle | pinwheel
ILSVRC2012_val_948.jpg | sunglass | tripod
ILSVRC2012_val_949.jpg | tripod | church, church building
ILSVRC2012_val_950.jpg | matchstick | stage
ILSVRC2012_val_951.jpg | tripod | barn
ILSVRC2012_val_952.jpg | church, church building | rule, ruler
ILSVRC2012_val_953.jpg | tripod | snowplow, snowplough
ILSVRC2012_val_957.jpg | snowplow, snowplough | ski
ILSVRC2012_val_958.jpg | snowplow, snowplough | ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin
ILSVRC2012_val_960.jpg | matchstick | tripod
ILSVRC2012_val_962.jpg | traffic light, traffic signal, stoplight | chain saw, chainsaw
ILSVRC2012_val_963.jpg | church, church building | park bench
ILSVRC2012_val_964.jpg | church, church building | traffic light, traffic signal, stoplight
ILSVRC2012_val_965.jpg | snowplow, snowplough | chain saw, chainsaw
ILSVRC2012_val_966.jpg | barn | cello, violoncello
ILSVRC2012_val_968.jpg | snowplow, snowplough | ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin
ILSVRC2012_val_969.jpg | matchstick | chainlink fence
ILSVRC2012_val_970.jpg | school bus | lampshade, lamp shade
ILSVRC2012_val_972.jpg | stage | traffic light, traffic signal, stoplight
ILSVRC2012_val_975.jpg | tripod | slot, one-armed bandit
ILSVRC2012_val_977.jpg | snowplow, snowplough | ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin
ILSVRC2012_val_978.jpg | church, church building | snowplow, snowplough
ILSVRC2012_val_980.jpg | ski | tripod
ILSVRC2012_val_982.jpg | tripod | snowplow, snowplough
ILSVRC2012_val_985.jpg | ski | tripod
ILSVRC2012_val_986.jpg | tripod | folding chair
ILSVRC2012_val_987.jpg | church, church building | folding chair
ILSVRC2012_val_988.jpg | matchstick | folding chair
ILSVRC2012_val_989.jpg | paintbrush | drum, membranophone, tympan
ILSVRC2012_val_990.jpg | snowplow, snowplough | ski
ILSVRC2012_val_991.jpg | church, church building | starfish, sea star
ILSVRC2012_val_992.jpg | traffic light, traffic signal, stoplight | spotlight, spot
ILSVRC2012_val_993.jpg | church, church building | tripod
ILSVRC2012_val_997.jpg | analog clock | rule, ruler
ILSVRC2012_val_998.jpg | tripod | chainlink fence
ILSVRC2012_val_999.jpg | church, church building | park bench
ILSVRC2012_val_1000.jpg | tripod | barn
